Trace
Swept SA
A.16.09,N9010A
2451000000,-90.0659790039063
2451010000,-104.756561279297
2451020000,-94.1096038818359
2451030000,-110.682479858398
2451040000,-97.7888946533203
2451050000,-102.424667358398
2451060000,-89.6565017700195
2451070000,-113.171501159668
2451080000,-89.6650695800781
2451090000,-113.826835632324
2451100000,-92.5866622924805
2451110000,-111.076812744141
2451120000,-93.1626358032227
2451130000,-105.173988342285
2451140000,-91.267578125
2451150000,-112.40625
2451160000,-93.0270309448242
2451170000,-107.278190612793
2451180000,-93.5569381713867
2451190000,-105.08960723877
2451200000,-96.0015563964844
2451210000,-103.529876708984
2451220000,-91.3905715942383
2451230000,-101.903594970703
2451240000,-92.8607635498047
2451250000,-100.343872070313
2451260000,-89.9878692626953
2451270000,-108.588096618652
2451280000,-90.911979675293
2451290000,-106.280906677246
2451300000,-92.3250122070313
2451310000,-112.599327087402
2451320000,-93.1330795288086
2451330000,-107.125694274902
2451340000,-93.0699691772461
2451350000,-109.702575683594
2451360000,-91.9684371948242
2451370000,-104.959335327148
2451380000,-93.2287368774414
2451390000,-119.244636535645
2451400000,-93.4173355102539
2451410000,-107.442375183105
2451420000,-91.5623779296875
2451430000,-100.783569335938
2451440000,-93.4566421508789
2451450000,-98.8313446044922
2451460000,-93.4532623291016
2451470000,-101.737571716309
2451480000,-94.6819839477539
2451490000,-106.044860839844
2451500000,-95.4550704956055
2451510000,-109.402465820313
2451520000,-95.0617446899414
2451530000,-102.850318908691
2451540000,-97.18212890625
2451550000,-104.147300720215
2451560000,-92.6010055541992
2451570000,-105.556915283203
2451580000,-93.7691497802734
2451590000,-101.815406799316
2451600000,-90.7733840942383
2451610000,-107.25154876709
2451620000,-91.3357162475586
2451630000,-104.655967712402
2451640000,-93.6745300292969
2451650000,-106.731979370117
2451660000,-95.9527587890625
2451670000,-104.441856384277
2451680000,-90.0439682006836
2451690000,-93.1993408203125
2451700000,-91.7854995727539
2451710000,-106.321647644043
2451720000,-93.2702026367188
2451730000,-100.03401184082
2451740000,-91.6396560668945
2451750000,-103.222671508789
2451760000,-93.0390319824219
2451770000,-115.973815917969
2451780000,-93.6679153442383
2451790000,-117.585647583008
2451800000,-95.4179840087891
2451810000,-106.079475402832
2451820000,-90.8428344726563
2451830000,-108.187057495117
2451840000,-92.8821563720703
2451850000,-105.305625915527
2451860000,-96.3779907226563
2451870000,-107.972946166992
2451880000,-93.8873519897461
2451890000,-108.292953491211
2451900000,-90.9956893920898
2451910000,-102.568466186523
2451920000,-91.9163818359375
2451930000,-101.885032653809
2451940000,-93.5128631591797
2451950000,-113.744514465332
2451960000,-94.4412384033203
2451970000,-111.027770996094
2451980000,-92.2995910644531
2451990000,-95.2877197265625
2452000000,-91.9250411987305
2452010000,-113.004829406738
2452020000,-93.4276580810547
2452030000,-108.063636779785
2452040000,-92.8986663818359
2452050000,-102.456893920898
2452060000,-94.0719299316406
2452070000,-104.096038818359
2452080000,-90.3295669555664
2452090000,-104.40665435791
2452100000,-92.527587890625
2452110000,-113.880424499512
2452120000,-92.0736846923828
2452130000,-105.544967651367
2452140000,-90.3458633422852
2452150000,-108.056137084961
2452160000,-92.1019058227539
2452170000,-108.731948852539
2452180000,-89.4414749145508
2452190000,-111.314796447754
2452200000,-90.7777099609375
2452210000,-101.079978942871
2452220000,-93.0439910888672
2452230000,-107.537475585938
2452240000,-93.7889175415039
2452250000,-108.279846191406
2452260000,-93.1157302856445
2452270000,-111.983024597168
2452280000,-93.6678161621094
2452290000,-98.2054672241211
2452300000,-92.7650985717773
2452310000,-112.798797607422
2452320000,-96.6252746582031
2452330000,-112.612815856934
2452340000,-94.4068298339844
2452350000,-119.194038391113
2452360000,-90.6491088867188
2452370000,-104.824325561523
2452380000,-90.0134582519531
2452390000,-108.254455566406
2452400000,-92.8181533813477
2452410000,-100.220199584961
2452420000,-92.8574371337891
2452430000,-100.340538024902
2452440000,-92.2234954833984
2452450000,-100.971977233887
2452460000,-93.8174133300781
2452470000,-107.134246826172
2452480000,-92.7167358398438
2452490000,-104.452484130859
2452500000,-92.5068664550781
2452510000,-112.012397766113
2452520000,-93.314079284668
2452530000,-103.79126739502
2452540000,-89.8165969848633
2452550000,-103.072853088379
2452560000,-90.1067352294922
2452570000,-107.018356323242
2452580000,-92.7083587646484
2452590000,-102.354469299316
2452600000,-93.0923538208008
2452610000,-98.2733612060547
2452620000,-90.8969421386719
2452630000,-102.595153808594
2452640000,-92.8586196899414
2452650000,-113.676460266113
2452660000,-93.8356323242188
2452670000,-107.66015625
2452680000,-94.1027297973633
2452690000,-101.93140411377
2452700000,-93.1428451538086
2452710000,-100.181396484375
2452720000,-94.0746383666992
2452730000,-102.021057128906
2452740000,-92.5405044555664
2452750000,-114.048637390137
2452760000,-95.8119354248047
2452770000,-115.808090209961
2452780000,-95.3605880737305
2452790000,-107.340370178223
2452800000,-94.7991714477539
2452810000,-104.387268066406
2452820000,-92.7684478759766
2452830000,-102.87532043457
2452840000,-88.653205871582
2452850000,-101.900077819824
2452860000,-92.0483551025391
2452870000,-103.941955566406
2452880000,-91.6447982788086
2452890000,-105.354133605957
2452900000,-92.4477386474609
2452910000,-99.7200927734375
2452920000,-92.538215637207
2452930000,-109.709228515625
2452940000,-93.8326416015625
2452950000,-98.1885452270508
2452960000,-94.4538497924805
2452970000,-96.1296615600586
2452980000,-92.5127105712891
2452990000,-108.165771484375
2453000000,-97.3788833618164
2453010000,-108.782707214355
2453020000,-92.0383605957031
2453030000,-107.909858703613
2453040000,-92.1322479248047
2453050000,-109.647979736328
2453060000,-91.1510314941406
2453070000,-114.080688476563
2453080000,-93.6016235351563
2453090000,-105.518257141113
2453100000,-92.2040100097656
2453110000,-106.866439819336
2453120000,-95.7041168212891
2453130000,-108.632720947266
2453140000,-93.536865234375
2453150000,-107.968910217285
2453160000,-94.0932235717773
2453170000,-97.292106628418
2453180000,-93.8620147705078
2453190000,-98.6530838012695
2453200000,-92.8936004638672
2453210000,-102.001304626465
2453220000,-91.3611755371094
2453230000,-103.985168457031
2453240000,-91.3449935913086
2453250000,-105.784721374512
2453260000,-93.7580413818359
2453270000,-108.431564331055
2453280000,-96.6352615356445
2453290000,-105.69945526123
2453300000,-91.9901504516602
2453310000,-104.69263458252
2453320000,-95.8563003540039
2453330000,-103.141441345215
2453340000,-94.0124359130859
2453350000,-104.793380737305
2453360000,-92.2573089599609
2453370000,-104.251594543457
2453380000,-91.6967468261719
2453390000,-101.102241516113
2453400000,-93.0406646728516
2453410000,-115.825271606445
2453420000,-97.3163757324219
2453430000,-106.792694091797
2453440000,-94.5356292724609
2453450000,-113.702415466309
2453460000,-90.1686782836914
2453470000,-103.697982788086
2453480000,-92.4921340942383
2453490000,-114.738334655762
2453500000,-90.449462890625
2453510000,-103.706573486328
2453520000,-92.8838424682617
2453530000,-108.19303894043
2453540000,-97.3310623168945
2453550000,-106.596626281738
2453560000,-92.3284301757813
2453570000,-104.556510925293
2453580000,-93.6732025146484
2453590000,-99.2808380126953
2453600000,-90.4718017578125
2453610000,-103.772422790527
2453620000,-90.3045883178711
2453630000,-103.25708770752
2453640000,-91.8541412353516
2453650000,-96.9865112304688
2453660000,-90.8456192016602
2453670000,-108.683876037598
2453680000,-91.5436172485352
2453690000,-101.188873291016
2453700000,-91.932731628418
2453710000,-109.476615905762
2453720000,-92.0812301635742
2453730000,-108.889602661133
2453740000,-91.9771575927734
2453750000,-96.5284652709961
2453760000,-90.5659027099609
2453770000,-102.505577087402
2453780000,-92.8978881835938
2453790000,-100.908302307129
2453800000,-88.1290512084961
2453810000,-106.016799926758
2453820000,-92.0924758911133
2453830000,-104.498031616211
2453840000,-91.4534072875977
2453850000,-107.318084716797
2453860000,-93.1616668701172
2453870000,-103.00318145752
2453880000,-95.7214736938477
2453890000,-99.8384704589844
2453900000,-92.8281021118164
2453910000,-101.923866271973
2453920000,-94.4817504882813
2453930000,-110.102386474609
2453940000,-97.7975463867188
2453950000,-100.438400268555
2453960000,-92.3640213012695
2453970000,-103.416305541992
2453980000,-92.64306640625
2453990000,-100.183334350586
2454000000,-88.0525588989258
2454010000,-104.125427246094
2454020000,-91.7685394287109
2454030000,-110.716033935547
2454040000,-92.7873611450195
2454050000,-107.585456848145
2454060000,-95.9171447753906
2454070000,-107.622177124023
2454080000,-93.6039886474609
2454090000,-107.06502532959
2454100000,-89.8377304077148
2454110000,-103.494186401367
2454120000,-95.4566421508789
2454130000,-102.541412353516
2454140000,-91.014892578125
2454150000,-101.61254119873
2454160000,-93.1543350219727
2454170000,-102.033515930176
2454180000,-94.7101516723633
2454190000,-110.22257232666
2454200000,-91.8921585083008
2454210000,-109.043685913086
2454220000,-92.3225173950195
2454230000,-101.22388458252
2454240000,-92.3108978271484
2454250000,-97.2881240844727
2454260000,-87.8810958862305
2454270000,-107.640190124512
2454280000,-96.9208526611328
2454290000,-110.782211303711
2454300000,-93.7197418212891
2454310000,-114.045402526855
2454320000,-89.5024032592773
2454330000,-99.384162902832
2454340000,-91.5590744018555
2454350000,-104.60472869873
2454360000,-96.5458526611328
2454370000,-111.676864624023
2454380000,-93.1049728393555
2454390000,-98.0455093383789
2454400000,-93.3373870849609
2454410000,-94.9109573364258
2454420000,-89.8990707397461
2454430000,-99.995849609375
2454440000,-90.5896759033203
2454450000,-111.451187133789
2454460000,-92.8383407592773
2454470000,-116.594955444336
2454480000,-97.2448959350586
2454490000,-99.3346862792969
2454500000,-91.3031158447266
2454510000,-109.999046325684
2454520000,-93.2044982910156
2454530000,-99.8745880126953
2454540000,-93.2986831665039
2454550000,-106.354568481445
2454560000,-90.9090194702148
2454570000,-104.205528259277
2454580000,-89.6456680297852
2454590000,-108.762252807617
2454600000,-92.3960418701172
2454610000,-105.022743225098
2454620000,-91.2470245361328
2454630000,-99.9674987792969
2454640000,-90.5638885498047
2454650000,-103.031021118164
2454660000,-90.8628463745117
2454670000,-108.372749328613
2454680000,-92.6575775146484
2454690000,-111.024154663086
2454700000,-92.6587524414063
2454710000,-102.436416625977
2454720000,-92.8101043701172
2454730000,-106.447906494141
2454740000,-92.5706558227539
2454750000,-112.281112670898
2454760000,-91.0223159790039
2454770000,-103.629386901855
2454780000,-89.8929214477539
2454790000,-103.65274810791
2454800000,-90.2336883544922
2454810000,-99.6180038452148
2454820000,-91.0198669433594
2454830000,-109.47518157959
2454840000,-94.015983581543
2454850000,-103.185272216797
2454860000,-93.8268814086914
2454870000,-104.321281433105
2454880000,-93.5899963378906
2454890000,-97.3496170043945
2454900000,-92.7421798706055
2454910000,-114.134407043457
2454920000,-97.2024841308594
2454930000,-101.364852905273
2454940000,-90.9740142822266
2454950000,-95.6287078857422
2454960000,-91.4316864013672
2454970000,-95.0718536376953
2454980000,-88.7493591308594
2454990000,-130.064346313477
2455000000,-89.6694946289063
2455010000,-108.211837768555
2455020000,-93.9429397583008
2455030000,-104.350311279297
2455040000,-95.2086486816406
2455050000,-103.613410949707
2455060000,-91.0587158203125
2455070000,-97.6059341430664
2455080000,-91.3516998291016
2455090000,-113.797714233398
2455100000,-92.1933364868164
2455110000,-113.74683380127
2455120000,-92.8634719848633
2455130000,-107.202659606934
2455140000,-90.2656173706055
2455150000,-107.814765930176
2455160000,-95.6884002685547
2455170000,-103.169090270996
2455180000,-94.9497985839844
2455190000,-103.855430603027
2455200000,-93.2606658935547
2455210000,-106.099830627441
2455220000,-92.4674606323242
2455230000,-100.408905029297
2455240000,-94.4277191162109
2455250000,-110.64493560791
2455260000,-96.2318344116211
2455270000,-102.258567810059
2455280000,-91.0963821411133
2455290000,-106.694984436035
2455300000,-92.0497970581055
2455310000,-115.890884399414
2455320000,-94.4366836547852
2455330000,-102.290245056152
2455340000,-95.3713302612305
2455350000,-107.006538391113
2455360000,-92.1719284057617
2455370000,-98.6508865356445
2455380000,-91.2311019897461
2455390000,-103.283554077148
2455400000,-93.6393203735352
2455410000,-99.10546875
2455420000,-89.7163543701172
2455430000,-97.9487686157227
2455440000,-89.7909088134766
2455450000,-107.140403747559
2455460000,-93.1095581054688
2455470000,-103.020332336426
2455480000,-94.9964370727539
2455490000,-106.800598144531
2455500000,-94.017219543457
2455510000,-118.386474609375
2455520000,-93.2231597900391
2455530000,-113.170822143555
2455540000,-97.2047882080078
2455550000,-107.860458374023
2455560000,-94.9943161010742
2455570000,-103.617515563965
2455580000,-94.3939437866211
2455590000,-100.202239990234
2455600000,-92.3737487792969
2455610000,-101.42357635498
2455620000,-92.3808898925781
2455630000,-95.8487014770508
2455640000,-89.9912338256836
2455650000,-102.28857421875
2455660000,-91.7970504760742
2455670000,-104.775291442871
2455680000,-94.0030517578125
2455690000,-103.749145507813
2455700000,-93.2132568359375
2455710000,-107.646301269531
2455720000,-92.6094665527344
2455730000,-102.917861938477
2455740000,-88.7419662475586
2455750000,-98.4897613525391
2455760000,-92.6971435546875
2455770000,-112.931503295898
2455780000,-94.5447769165039
2455790000,-102.610801696777
2455800000,-92.7711715698242
2455810000,-107.740921020508
2455820000,-90.9412536621094
2455830000,-108.043296813965
2455840000,-92.2129287719727
2455850000,-112.417427062988
2455860000,-94.7141571044922
2455870000,-112.844375610352
2455880000,-94.1598587036133
2455890000,-99.8299331665039
2455900000,-91.6208801269531
2455910000,-107.694747924805
2455920000,-92.6280517578125
2455930000,-107.549163818359
2455940000,-94.1446151733398
2455950000,-111.225326538086
2455960000,-93.1287002563477
2455970000,-110.61727142334
2455980000,-92.6349868774414
2455990000,-110.519470214844
2456000000,-89.5678405761719
2456010000,-103.386543273926
2456020000,-92.8344421386719
2456030000,-112.621688842773
2456040000,-95.1880493164063
2456050000,-109.348907470703
2456060000,-93.4519882202148
2456070000,-102.594825744629
2456080000,-90.7295608520508
2456090000,-103.958656311035
2456100000,-98.1532440185547
2456110000,-117.044570922852
2456120000,-93.3360595703125
2456130000,-102.796310424805
2456140000,-89.9301681518555
2456150000,-100.337539672852
2456160000,-90.1941452026367
2456170000,-98.9419250488281
2456180000,-89.1330184936523
2456190000,-97.8449554443359
2456200000,-91.1137542724609
2456210000,-108.10913848877
2456220000,-95.2404403686523
2456230000,-110.018203735352
2456240000,-95.43359375
2456250000,-116.530601501465
2456260000,-92.529426574707
2456270000,-95.9571304321289
2456280000,-92.5263290405273
2456290000,-104.856948852539
2456300000,-92.5420150756836
2456310000,-95.3451309204102
2456320000,-92.1481323242188
2456330000,-104.272254943848
2456340000,-97.2961654663086
2456350000,-103.124946594238
2456360000,-91.7229995727539
2456370000,-108.870262145996
2456380000,-96.3121490478516
2456390000,-102.46004486084
2456400000,-90.8959808349609
2456410000,-101.513252258301
2456420000,-89.1249313354492
2456430000,-100.656898498535
2456440000,-91.3010635375977
2456450000,-104.003707885742
2456460000,-94.0028076171875
2456470000,-109.861656188965
2456480000,-92.0935363769531
2456490000,-105.029113769531
2456500000,-90.8933181762695
2456510000,-112.635391235352
2456520000,-92.9346389770508
2456530000,-98.8103485107422
2456540000,-90.6183624267578
2456550000,-102.492485046387
2456560000,-94.025749206543
2456570000,-97.6753005981445
2456580000,-91.3178253173828
2456590000,-99.4452819824219
2456600000,-90.8753051757813
2456610000,-110.526039123535
2456620000,-91.5514068603516
2456630000,-103.046684265137
2456640000,-91.5261306762695
2456650000,-106.031707763672
2456660000,-95.724494934082
2456670000,-118.028007507324
2456680000,-92.8911437988281
2456690000,-105.427391052246
2456700000,-94.8121490478516
2456710000,-110.714508056641
2456720000,-93.5897521972656
2456730000,-100.470596313477
2456740000,-94.3264389038086
2456750000,-115.420883178711
2456760000,-93.2789535522461
2456770000,-100.670051574707
2456780000,-94.3142776489258
2456790000,-108.541694641113
2456800000,-97.3138122558594
2456810000,-105.330345153809
2456820000,-95.2441253662109
2456830000,-110.069671630859
2456840000,-93.7947616577148
2456850000,-102.563011169434
2456860000,-91.458854675293
2456870000,-110.942344665527
2456880000,-94.3696441650391
2456890000,-103.660949707031
2456900000,-94.1481170654297
2456910000,-119.163291931152
2456920000,-94.4308700561523
2456930000,-106.535369873047
2456940000,-91.5309600830078
2456950000,-119.61190032959
2456960000,-91.975830078125
2456970000,-103.730499267578
2456980000,-95.4753723144531
2456990000,-108.637916564941
2457000000,-95.1890029907227
2457010000,-103.328407287598
2457020000,-94.4777069091797
2457030000,-108.821159362793
2457040000,-95.0787200927734
2457050000,-109.814674377441
2457060000,-93.8110961914063
2457070000,-97.8147506713867
2457080000,-87.4426879882813
2457090000,-117.922988891602
2457100000,-91.4627151489258
2457110000,-104.615020751953
2457120000,-96.8206558227539
2457130000,-109.307418823242
2457140000,-99.2177886962891
2457150000,-109.75740814209
2457160000,-91.1147003173828
2457170000,-107.819976806641
2457180000,-93.6398162841797
2457190000,-99.6110916137695
2457200000,-92.4720306396484
2457210000,-111.186729431152
2457220000,-91.0311965942383
2457230000,-113.021560668945
2457240000,-92.8412780761719
2457250000,-110.780372619629
2457260000,-95.0831146240234
2457270000,-100.405052185059
2457280000,-91.6029891967773
2457290000,-106.072731018066
2457300000,-92.9514617919922
2457310000,-106.302574157715
2457320000,-92.369010925293
2457330000,-102.753341674805
2457340000,-92.8437423706055
2457350000,-104.067680358887
2457360000,-95.166633605957
2457370000,-106.556106567383
2457380000,-90.7265930175781
2457390000,-100.890785217285
2457400000,-95.7696838378906
2457410000,-100.978141784668
2457420000,-94.0378875732422
2457430000,-112.360092163086
2457440000,-93.021125793457
2457450000,-95.9684448242188
2457460000,-92.0077743530273
2457470000,-113.995582580566
2457480000,-95.9365005493164
2457490000,-104.384788513184
2457500000,-91.3437271118164
2457510000,-109.845115661621
2457520000,-95.6751937866211
2457530000,-104.387138366699
2457540000,-92.1677703857422
2457550000,-96.7789459228516
2457560000,-90.8062896728516
2457570000,-106.95352935791
2457580000,-94.6155624389648
2457590000,-101.675590515137
2457600000,-91.5620651245117
2457610000,-116.818710327148
2457620000,-89.9147415161133
2457630000,-105.607200622559
2457640000,-91.1940994262695
2457650000,-105.11092376709
2457660000,-94.1245193481445
2457670000,-115.573066711426
2457680000,-97.2119293212891
2457690000,-102.365783691406
2457700000,-91.1182708740234
2457710000,-103.44718170166
2457720000,-93.9258193969727
2457730000,-105.818710327148
2457740000,-89.9977340698242
2457750000,-114.949768066406
2457760000,-96.0835037231445
2457770000,-114.119010925293
2457780000,-92.4113998413086
2457790000,-100.447555541992
2457800000,-91.8255310058594
2457810000,-98.1577301025391
2457820000,-90.7191772460938
2457830000,-102.352676391602
2457840000,-91.3602905273438
2457850000,-108.174789428711
2457860000,-93.2778930664063
2457870000,-106.277458190918
2457880000,-99.3406219482422
2457890000,-110.517631530762
2457900000,-93.7444152832031
2457910000,-113.824333190918
2457920000,-94.3411636352539
2457930000,-103.647827148438
2457940000,-90.6093292236328
2457950000,-105.265930175781
2457960000,-89.9168014526367
2457970000,-100.504211425781
2457980000,-93.0485916137695
2457990000,-108.40315246582
2458000000,-92.6606750488281
2458010000,-113.678329467773
2458020000,-87.6626052856445
2458030000,-117.097663879395
2458040000,-93.7048568725586
2458050000,-101.677024841309
2458060000,-94.3092880249023
2458070000,-101.564712524414
2458080000,-90.8436660766602
2458090000,-107.483245849609
2458100000,-92.6631393432617
2458110000,-102.41690826416
2458120000,-93.2633056640625
2458130000,-100.240570068359
2458140000,-91.5135879516602
2458150000,-101.261390686035
2458160000,-91.1632232666016
2458170000,-110.139022827148
2458180000,-93.0151138305664
2458190000,-109.297180175781
2458200000,-97.367919921875
2458210000,-109.637100219727
2458220000,-91.3331298828125
2458230000,-108.475280761719
2458240000,-90.7523880004883
2458250000,-111.236747741699
2458260000,-95.2638931274414
2458270000,-108.594528198242
2458280000,-90.569580078125
2458290000,-102.121170043945
2458300000,-89.273796081543
2458310000,-107.329788208008
2458320000,-93.5088500976563
2458330000,-99.6712493896484
2458340000,-90.6601333618164
2458350000,-109.007942199707
2458360000,-92.0120239257813
2458370000,-98.7964477539063
2458380000,-90.8587341308594
2458390000,-114.733955383301
2458400000,-92.324104309082
2458410000,-100.815902709961
2458420000,-93.7937393188477
2458430000,-102.157554626465
2458440000,-90.996223449707
2458450000,-103.843063354492
2458460000,-89.711540222168
2458470000,-104.220527648926
2458480000,-94.5549621582031
2458490000,-110.665519714355
2458500000,-95.1465911865234
2458510000,-103.347427368164
2458520000,-93.3687210083008
2458530000,-111.510032653809
2458540000,-90.3817825317383
2458550000,-95.4511566162109
2458560000,-90.2071838378906
2458570000,-99.9626617431641
2458580000,-95.3654632568359
2458590000,-100.240295410156
2458600000,-93.8085861206055
2458610000,-104.824325561523
2458620000,-92.1842956542969
2458630000,-108.358848571777
2458640000,-89.7084579467773
2458650000,-110.729530334473
2458660000,-98.0895004272461
2458670000,-106.653823852539
2458680000,-92.9549026489258
2458690000,-105.055992126465
2458700000,-90.6386260986328
2458710000,-102.486297607422
2458720000,-88.6943740844727
2458730000,-108.962860107422
2458740000,-92.7690048217773
2458750000,-107.661109924316
2458760000,-91.3913116455078
2458770000,-98.9317321777344
2458780000,-89.0724792480469
2458790000,-104.798210144043
2458800000,-88.6367797851563
2458810000,-105.562202453613
2458820000,-89.4758605957031
2458830000,-108.626579284668
2458840000,-93.6665420532227
2458850000,-106.136238098145
2458860000,-97.5252990722656
2458870000,-103.29434967041
2458880000,-91.3181610107422
2458890000,-96.7996597290039
2458900000,-91.0027770996094
2458910000,-100.548355102539
2458920000,-93.6934280395508
2458930000,-104.961730957031
2458940000,-92.1135101318359
2458950000,-105.64380645752
2458960000,-91.8296966552734
2458970000,-109.471855163574
2458980000,-90.8325576782227
2458990000,-103.324440002441
2459000000,-90.1895217895508
2459010000,-107.66870880127
2459020000,-90.8954925537109
2459030000,-111.744194030762
2459040000,-98.5700302124023
2459050000,-102.420097351074
2459060000,-97.3664016723633
2459070000,-106.976821899414
2459080000,-91.887092590332
2459090000,-101.813217163086
2459100000,-89.994026184082
2459110000,-108.658393859863
2459120000,-94.4816436767578
2459130000,-120.178573608398
2459140000,-96.0826797485352
2459150000,-99.775749206543
2459160000,-93.4105911254883
2459170000,-105.841041564941
2459180000,-95.8478240966797
2459190000,-109.227096557617
2459200000,-93.6902542114258
2459210000,-105.458572387695
2459220000,-96.8331298828125
2459230000,-112.782417297363
2459240000,-91.4920501708984
2459250000,-105.885841369629
2459260000,-92.2893142700195
2459270000,-106.764167785645
2459280000,-92.1795654296875
2459290000,-98.8274688720703
2459300000,-93.8505706787109
2459310000,-112.542236328125
2459320000,-91.8824234008789
2459330000,-103.337593078613
2459340000,-93.4868698120117
2459350000,-110.78687286377
2459360000,-91.8327255249023
2459370000,-110.907501220703
2459380000,-91.4516372680664
2459390000,-107.71492767334
2459400000,-94.8061218261719
2459410000,-108.891891479492
2459420000,-95.4771041870117
2459430000,-105.560234069824
2459440000,-92.522590637207
2459450000,-114.47029876709
2459460000,-93.6244735717773
2459470000,-100.582962036133
2459480000,-91.7791900634766
2459490000,-105.975036621094
2459500000,-93.9792175292969
2459510000,-106.986465454102
2459520000,-96.214225769043
2459530000,-114.116630554199
2459540000,-93.0097045898438
2459550000,-111.699661254883
2459560000,-91.5117034912109
2459570000,-97.4667663574219
2459580000,-94.010368347168
2459590000,-106.371704101563
2459600000,-90.845100402832
2459610000,-102.02466583252
2459620000,-91.8539733886719
2459630000,-108.540481567383
2459640000,-89.3713073730469
2459650000,-100.424598693848
2459660000,-91.4535827636719
2459670000,-114.516502380371
2459680000,-96.3251647949219
2459690000,-113.90673828125
2459700000,-94.1343154907227
2459710000,-110.07421875
2459720000,-93.9546051025391
2459730000,-114.978225708008
2459740000,-97.1205139160156
2459750000,-112.469108581543
2459760000,-93.8673629760742
2459770000,-119.979827880859
2459780000,-93.8676834106445
2459790000,-97.3858337402344
2459800000,-91.5582275390625
2459810000,-99.9245986938477
2459820000,-91.8759613037109
2459830000,-107.609382629395
2459840000,-89.6287994384766
2459850000,-103.694946289063
2459860000,-92.3168869018555
2459870000,-99.2480773925781
2459880000,-93.0151748657227
2459890000,-110.377464294434
2459900000,-92.669075012207
2459910000,-104.687400817871
2459920000,-96.782112121582
2459930000,-107.746658325195
2459940000,-93.9351043701172
2459950000,-104.758010864258
2459960000,-93.1794357299805
2459970000,-104.454574584961
2459980000,-93.4263534545898
