Trace
Swept SA
A.16.09,N9010A
2451010000,-107.466804504395
2451020000,-93.6627807617188
2451030000,-101.115165710449
2451040000,-92.6201324462891
2451050000,-105.013740539551
2451060000,-94.0664367675781
2451070000,-105.011215209961
2451080000,-92.6210479736328
2451090000,-107.673416137695
2451100000,-94.8472290039063
2451110000,-105.047966003418
2451120000,-90.8386459350586
2451130000,-103.31672668457
2451140000,-90.785774230957
2451150000,-102.63330078125
2451160000,-91.5562973022461
2451170000,-116.488555908203
2451180000,-95.4446334838867
2451190000,-103.221252441406
2451200000,-91.8993682861328
2451210000,-102.868034362793
2451220000,-93.9676971435547
2451230000,-102.308326721191
2451240000,-90.9634017944336
2451250000,-100.116333007813
2451260000,-92.9429931640625
2451270000,-105.18302154541
2451280000,-91.0163650512695
2451290000,-112.585075378418
2451300000,-92.8782119750977
2451310000,-99.1309127807617
2451320000,-89.7416534423828
2451330000,-110.783050537109
2451340000,-90.4021072387695
2451350000,-103.103744506836
2451360000,-90.3355865478516
2451370000,-108.680679321289
2451380000,-89.4251861572266
2451390000,-107.353042602539
2451400000,-89.4499664306641
2451410000,-100.228355407715
2451420000,-94.0106658935547
2451430000,-104.539901733398
2451440000,-90.5157470703125
2451450000,-100.595314025879
2451460000,-95.2061462402344
2451470000,-106.445297241211
2451480000,-93.5047760009766
2451490000,-104.266098022461
2451500000,-93.9024200439453
2451510000,-116.733955383301
2451520000,-92.3734130859375
2451530000,-114.97029876709
2451540000,-94.9767379760742
2451550000,-112.262939453125
2451560000,-91.4289169311523
2451570000,-102.979507446289
2451580000,-91.2053909301758
2451590000,-112.024940490723
2451600000,-93.984489440918
2451610000,-105.078582763672
2451620000,-92.9333038330078
2451630000,-107.467742919922
2451640000,-93.2840194702148
2451650000,-102.354187011719
2451660000,-92.2746429443359
2451670000,-104.974578857422
2451680000,-89.5681381225586
2451690000,-104.952423095703
2451700000,-91.6424407958984
2451710000,-109.320289611816
2451720000,-89.2780914306641
2451730000,-113.171081542969
2451740000,-90.3404235839844
2451750000,-107.967079162598
2451760000,-90.4522323608398
2451770000,-102.808303833008
2451780000,-91.7287445068359
2451790000,-105.649688720703
2451800000,-90.3097991943359
2451810000,-106.973121643066
2451820000,-93.7757720947266
2451830000,-100.75715637207
2451840000,-93.6623153686523
2451850000,-104.79907989502
2451860000,-90.4711608886719
2451870000,-102.300765991211
2451880000,-89.9336318969727
2451890000,-104.951019287109
2451900000,-92.6786041259766
2451910000,-101.813613891602
2451920000,-92.0915908813477
2451930000,-95.3143615722656
2451940000,-90.3449935913086
2451950000,-99.5986099243164
2451960000,-87.6743240356445
2451970000,-99.8375549316406
2451980000,-93.7120208740234
2451990000,-97.0636367797852
2452000000,-90.503791809082
2452010000,-105.032257080078
2452020000,-94.5115814208984
2452030000,-111.69709777832
2452040000,-93.7249069213867
2452050000,-108.601501464844
2452060000,-91.4655075073242
2452070000,-96.749755859375
2452080000,-92.2693099975586
2452090000,-105.235458374023
2452100000,-94.4391784667969
2452110000,-104.028121948242
2452120000,-89.0594024658203
2452130000,-116.187103271484
2452140000,-94.4383850097656
2452150000,-105.947166442871
2452160000,-95.4853668212891
2452170000,-100.162948608398
2452180000,-95.3505783081055
2452190000,-111.53010559082
2452200000,-90.6406173706055
2452210000,-112.769920349121
2452220000,-94.0622177124023
2452230000,-115.79817199707
2452240000,-93.9735107421875
2452250000,-105.973770141602
2452260000,-90.6816635131836
2452270000,-105.920043945313
2452280000,-92.660400390625
2452290000,-99.4702835083008
2452300000,-94.5222473144531
2452310000,-105.658149719238
2452320000,-90.92919921875
2452330000,-99.6845092773438
2452340000,-89.5793762207031
2452350000,-103.600151062012
2452360000,-89.6664352416992
2452370000,-99.7460098266602
2452380000,-89.308952331543
2452390000,-101.742668151855
2452400000,-93.6742553710938
2452410000,-107.333251953125
2452420000,-93.4439086914063
2452430000,-102.690696716309
2452440000,-94.1547012329102
2452450000,-105.434814453125
2452460000,-88.6546249389648
2452470000,-103.745384216309
2452480000,-93.7912750244141
2452490000,-99.8588180541992
2452500000,-87.6051712036133
2452510000,-105.434898376465
2452520000,-91.4704666137695
2452530000,-105.840232849121
2452540000,-88.1726531982422
2452550000,-104.255760192871
2452560000,-92.8843841552734
2452570000,-109.051109313965
2452580000,-94.3861465454102
2452590000,-99.9673385620117
2452600000,-92.3127593994141
2452610000,-99.5432968139648
2452620000,-93.6558151245117
2452630000,-108.008514404297
2452640000,-91.8853378295898
2452650000,-102.135559082031
2452660000,-91.4237518310547
2452670000,-125.297317504883
2452680000,-98.3027648925781
2452690000,-114.210952758789
2452700000,-92.2386779785156
2452710000,-105.632308959961
2452720000,-89.6994018554688
2452730000,-99.0673599243164
2452740000,-91.2472457885742
2452750000,-117.819473266602
2452760000,-95.2661285400391
2452770000,-105.331199645996
2452780000,-91.6747894287109
2452790000,-108.985740661621
2452800000,-91.8727798461914
2452810000,-110.440574645996
2452820000,-90.5971832275391
2452830000,-101.097412109375
2452840000,-89.5229644775391
2452850000,-101.23055267334
2452860000,-87.5050354003906
2452870000,-102.156372070313
2452880000,-90.6484756469727
2452890000,-104.184600830078
2452900000,-88.6766204833984
2452910000,-105.822883605957
2452920000,-92.1374740600586
2452930000,-103.084808349609
2452940000,-91.0453262329102
2452950000,-99.3048934936523
2452960000,-93.4583740234375
2452970000,-105.361366271973
2452980000,-91.8713455200195
2452990000,-99.4397735595703
2453000000,-92.3910064697266
2453010000,-107.978370666504
2453020000,-93.2972030639648
2453030000,-108.915283203125
2453040000,-93.3160018920898
2453050000,-99.4168243408203
2453060000,-92.712776184082
2453070000,-108.554412841797
2453080000,-92.0703048706055
2453090000,-114.914642333984
2453100000,-89.1325607299805
2453110000,-97.6267776489258
2453120000,-91.1991882324219
2453130000,-105.963157653809
2453140000,-90.4841842651367
2453150000,-108.83952331543
2453160000,-91.7129135131836
2453170000,-110.784980773926
2453180000,-93.3486404418945
2453190000,-105.060493469238
2453200000,-97.8334045410156
2453210000,-102.289993286133
2453220000,-93.9519577026367
2453230000,-98.7097473144531
2453240000,-94.0996017456055
2453250000,-104.862632751465
2453260000,-89.0244369506836
2453270000,-102.871154785156
2453280000,-91.0774154663086
2453290000,-100.131362915039
2453300000,-92.8283309936523
2453310000,-104.690361022949
2453320000,-92.830924987793
2453330000,-98.9436874389648
2453340000,-92.4956207275391
2453350000,-109.226348876953
2453360000,-89.9230728149414
2453370000,-105.216064453125
2453380000,-89.7524490356445
2453390000,-101.568405151367
2453400000,-91.897575378418
2453410000,-117.124214172363
2453420000,-90.6996307373047
2453430000,-103.293762207031
2453440000,-92.1467895507813
2453450000,-100.263008117676
2453460000,-92.1425552368164
2453470000,-104.243499755859
2453480000,-91.3678207397461
2453490000,-103.188041687012
2453500000,-90.2406997680664
2453510000,-104.124099731445
2453520000,-92.5052795410156
2453530000,-97.8117141723633
2453540000,-88.8516540527344
2453550000,-106.650665283203
2453560000,-95.3919143676758
2453570000,-111.009140014648
2453580000,-95.8049240112305
2453590000,-108.114067077637
2453600000,-92.4260482788086
2453610000,-104.466407775879
2453620000,-94.0276489257813
2453630000,-116.897575378418
2453640000,-90.5864791870117
2453650000,-99.4109039306641
2453660000,-91.2964248657227
2453670000,-101.349540710449
2453680000,-92.3809432983398
2453690000,-97.0679168701172
2453700000,-91.8852310180664
2453710000,-111.051162719727
2453720000,-92.5175247192383
2453730000,-103.787399291992
2453740000,-92.6515197753906
2453750000,-102.824951171875
2453760000,-90.2248764038086
2453770000,-103.244781494141
2453780000,-90.2812271118164
2453790000,-112.733917236328
2453800000,-89.1472702026367
2453810000,-105.112632751465
2453820000,-92.25146484375
2453830000,-108.353340148926
2453840000,-95.2097473144531
2453850000,-107.297889709473
2453860000,-93.650016784668
2453870000,-110.090637207031
2453880000,-91.5902786254883
2453890000,-95.277229309082
2453900000,-89.8180847167969
2453910000,-107.792015075684
2453920000,-93.784065246582
2453930000,-113.118095397949
2453940000,-93.0665054321289
2453950000,-106.967826843262
2453960000,-91.9453506469727
2453970000,-109.441459655762
2453980000,-90.3847732543945
2453990000,-109.708557128906
2454000000,-97.3474044799805
2454010000,-102.777557373047
2454020000,-91.5631866455078
2454030000,-99.3935623168945
2454040000,-91.6365966796875
2454050000,-103.176948547363
2454060000,-94.445556640625
2454070000,-102.577133178711
2454080000,-94.220329284668
2454090000,-105.567840576172
2454100000,-94.6768493652344
2454110000,-105.823013305664
2454120000,-97.0704345703125
2454130000,-103.049385070801
2454140000,-88.9451675415039
2454150000,-99.7237014770508
2454160000,-90.0735015869141
2454170000,-99.9305114746094
2454180000,-91.6344299316406
2454190000,-114.054840087891
2454200000,-93.0375137329102
2454210000,-96.1913223266602
2454220000,-90.1043319702148
2454230000,-101.556083679199
2454240000,-92.3700561523438
2454250000,-101.079437255859
2454260000,-88.0486145019531
2454270000,-101.136077880859
2454280000,-91.5737533569336
2454290000,-103.238830566406
2454300000,-91.4955749511719
2454310000,-107.909889221191
2454320000,-89.9131011962891
2454330000,-119.197135925293
2454340000,-93.4911422729492
2454350000,-101.506820678711
2454360000,-91.1159896850586
2454370000,-108.891250610352
2454380000,-91.5642700195313
2454390000,-105.339454650879
2454400000,-90.901611328125
2454410000,-109.232345581055
2454420000,-94.9660110473633
2454430000,-100.645462036133
2454440000,-90.6599273681641
2454450000,-102.606575012207
2454460000,-94.8130645751953
2454470000,-101.823608398438
2454480000,-91.5889205932617
2454490000,-105.309494018555
2454500000,-93.4757995605469
2454510000,-109.152900695801
2454520000,-93.1416397094727
2454530000,-105.344268798828
2454540000,-93.7622833251953
2454550000,-113.357551574707
2454560000,-94.6184234619141
2454570000,-102.195533752441
2454580000,-90.9446105957031
2454590000,-101.178771972656
2454600000,-89.7136764526367
2454610000,-116.225471496582
2454620000,-93.3796081542969
2454630000,-104.40217590332
2454640000,-91.9114685058594
2454650000,-106.364990234375
2454660000,-95.8956604003906
2454670000,-98.3079833984375
2454680000,-92.8481369018555
2454690000,-105.741905212402
2454700000,-88.9874572753906
2454710000,-105.508430480957
2454720000,-90.2779083251953
2454730000,-107.168342590332
2454740000,-93.2484283447266
2454750000,-122.6962890625
2454760000,-92.1685256958008
2454770000,-102.399269104004
2454780000,-91.2857208251953
2454790000,-109.223960876465
2454800000,-90.4438781738281
2454810000,-110.964080810547
2454820000,-94.4075927734375
2454830000,-103.163047790527
2454840000,-89.38818359375
2454850000,-105.43815612793
2454860000,-94.5524368286133
2454870000,-105.031478881836
2454880000,-93.9256134033203
2454890000,-94.5452346801758
2454900000,-91.5069427490234
2454910000,-102.892143249512
2454920000,-89.2691650390625
2454930000,-102.851509094238
2454940000,-91.4760131835938
2454950000,-113.714683532715
2454960000,-96.7426528930664
2454970000,-105.51602935791
2454980000,-90.9757919311523
2454990000,-108.245933532715
2455000000,-93.4804306030273
2455010000,-109.134498596191
2455020000,-92.3015518188477
2455030000,-104.809646606445
2455040000,-92.1354904174805
2455050000,-113.694961547852
2455060000,-93.0214920043945
2455070000,-97.3903427124023
2455080000,-92.3520050048828
2455090000,-105.887420654297
2455100000,-94.2542419433594
2455110000,-105.159065246582
2455120000,-89.5232391357422
2455130000,-100.370040893555
2455140000,-90.4032745361328
2455150000,-109.119682312012
2455160000,-93.8200454711914
2455170000,-107.237716674805
2455180000,-92.5438919067383
2455190000,-113.197204589844
2455200000,-90.6235275268555
2455210000,-99.9634704589844
2455220000,-91.1247100830078
2455230000,-95.9466400146484
2455240000,-88.8843765258789
2455250000,-104.366928100586
2455260000,-89.9905242919922
2455270000,-100.318534851074
2455280000,-92.8688888549805
2455290000,-95.5636444091797
2455300000,-90.2215423583984
2455310000,-104.693840026855
2455320000,-91.2312698364258
2455330000,-105.93138885498
2455340000,-87.7596817016602
2455350000,-107.459045410156
2455360000,-93.4776992797852
2455370000,-104.724670410156
2455380000,-94.1520919799805
2455390000,-99.1113967895508
2455400000,-94.0491714477539
2455410000,-104.313194274902
2455420000,-90.9478912353516
2455430000,-99.6675109863281
2455440000,-93.2315368652344
2455450000,-104.376121520996
2455460000,-89.0705108642578
2455470000,-106.693046569824
2455480000,-93.1323471069336
2455490000,-104.312774658203
2455500000,-90.4747695922852
2455510000,-100.925651550293
2455520000,-91.2157211303711
2455530000,-108.379196166992
2455540000,-92.6810913085938
2455550000,-114.905250549316
2455560000,-91.424560546875
2455570000,-100.730369567871
2455580000,-92.5383834838867
2455590000,-103.683822631836
2455600000,-92.2349472045898
2455610000,-108.763603210449
2455620000,-92.3154754638672
2455630000,-104.023208618164
2455640000,-90.2585906982422
2455650000,-109.395652770996
2455660000,-95.8938369750977
2455670000,-100.339477539063
2455680000,-90.6875686645508
2455690000,-104.286979675293
2455700000,-91.0599136352539
2455710000,-114.352355957031
2455720000,-95.4212417602539
2455730000,-100.995750427246
2455740000,-93.6723861694336
2455750000,-105.663398742676
2455760000,-91.1316986083984
2455770000,-108.319923400879
2455780000,-94.2754287719727
2455790000,-99.6229705810547
2455800000,-89.5913543701172
2455810000,-105.260772705078
2455820000,-93.650634765625
2455830000,-109.072608947754
2455840000,-91.0425415039063
2455850000,-111.033721923828
2455860000,-94.092414855957
2455870000,-103.901641845703
2455880000,-90.945915222168
2455890000,-114.726417541504
2455900000,-88.2712631225586
2455910000,-101.924430847168
2455920000,-90.9875106811523
2455930000,-96.149040222168
2455940000,-90.1618804931641
2455950000,-107.538673400879
2455960000,-92.0205993652344
2455970000,-121.708221435547
2455980000,-92.0695571899414
2455990000,-105.238075256348
2456000000,-85.6721420288086
2456010000,-114.334144592285
2456020000,-91.1085815429688
2456030000,-108.893226623535
2456040000,-91.2761383056641
2456050000,-123.31022644043
2456060000,-90.7047805786133
2456070000,-102.798187255859
2456080000,-91.565185546875
2456090000,-105.210670471191
2456100000,-92.4989700317383
2456110000,-106.125686645508
2456120000,-90.6161499023438
2456130000,-108.696029663086
2456140000,-92.3443222045898
2456150000,-108.390884399414
2456160000,-92.0639266967773
2456170000,-100.303161621094
2456180000,-87.4899215698242
2456190000,-101.196846008301
2456200000,-90.8921890258789
2456210000,-100.028198242188
2456220000,-94.5273971557617
2456230000,-102.874992370605
2456240000,-92.5302352905273
2456250000,-109.62801361084
2456260000,-92.6133270263672
2456270000,-95.5239562988281
2456280000,-90.2245178222656
2456290000,-111.557876586914
2456300000,-96.7923812866211
2456310000,-98.1586074829102
2456320000,-91.2192153930664
2456330000,-108.742767333984
2456340000,-92.4004440307617
2456350000,-105.350524902344
2456360000,-92.0270385742188
2456370000,-117.163375854492
2456380000,-88.4334335327148
2456390000,-102.80248260498
2456400000,-90.6530838012695
2456410000,-98.4238815307617
2456420000,-90.6781463623047
2456430000,-107.233253479004
2456440000,-88.3337097167969
2456450000,-109.421333312988
2456460000,-94.0850067138672
2456470000,-99.4095077514648
2456480000,-94.2994918823242
2456490000,-105.559272766113
2456500000,-93.6317138671875
2456510000,-104.59114074707
2456520000,-93.6294784545898
2456530000,-104.828666687012
2456540000,-88.4744033813477
2456550000,-106.139595031738
2456560000,-89.4022216796875
2456570000,-94.1354141235352
2456580000,-89.8931655883789
2456590000,-111.607078552246
2456600000,-98.3066253662109
2456610000,-100.001358032227
2456620000,-92.4851608276367
2456630000,-100.127967834473
2456640000,-92.6339492797852
2456650000,-102.165016174316
2456660000,-89.6197052001953
2456670000,-109.22435760498
2456680000,-90.6584396362305
2456690000,-102.295356750488
2456700000,-91.8618621826172
2456710000,-114.316398620605
2456720000,-91.2435684204102
2456730000,-120.891090393066
2456740000,-92.17138671875
2456750000,-99.9037857055664
2456760000,-92.4106216430664
2456770000,-109.910278320313
2456780000,-94.0995407104492
2456790000,-106.412239074707
2456800000,-90.8463821411133
2456810000,-109.33667755127
2456820000,-92.7332611083984
2456830000,-98.6055603027344
2456840000,-90.9460067749023
2456850000,-107.657257080078
2456860000,-96.6589050292969
2456870000,-108.373466491699
2456880000,-90.612174987793
2456890000,-103.026405334473
2456900000,-91.5032958984375
2456910000,-108.694076538086
2456920000,-97.8424835205078
2456930000,-109.940162658691
2456940000,-93.0910034179688
2456950000,-113.079627990723
2456960000,-92.4948959350586
2456970000,-110.407539367676
2456980000,-90.5694122314453
2456990000,-105.497352600098
2457000000,-90.3444747924805
2457010000,-104.687072753906
2457020000,-89.8627014160156
2457030000,-105.758239746094
2457040000,-90.4125289916992
2457050000,-100.723472595215
2457060000,-91.0024490356445
2457070000,-107.374954223633
2457080000,-95.6470642089844
2457090000,-106.293342590332
2457100000,-92.4160919189453
2457110000,-109.321884155273
2457120000,-91.8933639526367
2457130000,-107.267555236816
2457140000,-92.0336227416992
2457150000,-115.331184387207
2457160000,-96.0510864257813
2457170000,-102.557357788086
2457180000,-93.7723541259766
2457190000,-98.6855850219727
2457200000,-88.7529525756836
2457210000,-97.7174606323242
2457220000,-89.8701934814453
2457230000,-103.703392028809
2457240000,-92.4388198852539
2457250000,-103.15763092041
2457260000,-89.9177627563477
2457270000,-114.25203704834
2457280000,-92.4727478027344
2457290000,-99.7392654418945
2457300000,-90.6982879638672
2457310000,-101.28825378418
2457320000,-90.8393936157227
2457330000,-108.570289611816
2457340000,-90.7415924072266
2457350000,-112.731109619141
2457360000,-89.968864440918
2457370000,-100.354042053223
2457380000,-91.9965286254883
2457390000,-104.001197814941
2457400000,-90.2050018310547
2457410000,-104.04248046875
2457420000,-92.6695404052734
2457430000,-97.6186065673828
2457440000,-90.3097457885742
2457450000,-107.048301696777
2457460000,-90.152214050293
2457470000,-105.238006591797
2457480000,-89.9170379638672
2457490000,-96.994987487793
2457500000,-92.5633163452148
2457510000,-103.94425201416
2457520000,-89.4390029907227
2457530000,-105.620376586914
2457540000,-92.8225021362305
2457550000,-107.337463378906
2457560000,-93.8501434326172
2457570000,-100.695152282715
2457580000,-94.61328125
2457590000,-109.356063842773
2457600000,-92.0120162963867
2457610000,-105.253059387207
2457620000,-94.0635757446289
2457630000,-96.5347747802734
2457640000,-92.5007247924805
2457650000,-107.089065551758
2457660000,-95.0104827880859
2457670000,-107.56379699707
2457680000,-94.2923583984375
2457690000,-100.857498168945
2457700000,-95.102424621582
2457710000,-100.242622375488
2457720000,-90.002815246582
2457730000,-107.923133850098
2457740000,-96.818977355957
2457750000,-98.9488677978516
2457760000,-90.1314468383789
2457770000,-107.132804870605
2457780000,-89.9065093994141
2457790000,-106.063140869141
2457800000,-91.4776840209961
2457810000,-111.091720581055
2457820000,-94.3918838500977
2457830000,-108.456321716309
2457840000,-90.3554382324219
2457850000,-105.231323242188
2457860000,-95.2176284790039
2457870000,-109.142135620117
2457880000,-93.7529067993164
2457890000,-105.02889251709
2457900000,-93.5177307128906
2457910000,-99.2662963867188
2457920000,-91.7859344482422
2457930000,-104.331573486328
2457940000,-92.1377944946289
2457950000,-99.6509094238281
2457960000,-90.5391082763672
2457970000,-96.8977661132813
2457980000,-94.0335311889648
2457990000,-103.201965332031
2458000000,-91.3102493286133
2458010000,-109.01895904541
2458020000,-97.5146179199219
2458030000,-109.767593383789
2458040000,-91.2204437255859
2458050000,-100.190071105957
2458060000,-94.0134887695313
2458070000,-114.265762329102
2458080000,-90.6784210205078
2458090000,-101.885292053223
2458100000,-91.7239837646484
2458110000,-100.031478881836
2458120000,-89.0169143676758
2458130000,-105.548980712891
2458140000,-89.3781585693359
2458150000,-109.231117248535
2458160000,-93.2539901733398
2458170000,-101.139976501465
2458180000,-91.1220169067383
2458190000,-94.1759948730469
2458200000,-90.4226684570313
2458210000,-101.568954467773
2458220000,-89.1977081298828
2458230000,-102.585510253906
2458240000,-97.0215682983398
2458250000,-103.028671264648
2458260000,-95.5713424682617
2458270000,-97.8428802490234
2458280000,-90.3565444946289
2458290000,-101.18968963623
2458300000,-91.6239547729492
2458310000,-96.3520278930664
2458320000,-89.2044372558594
2458330000,-96.7789840698242
2458340000,-91.3976364135742
2458350000,-105.098587036133
2458360000,-91.7802200317383
2458370000,-99.5066452026367
2458380000,-89.8180389404297
2458390000,-103.546295166016
2458400000,-90.0649566650391
2458410000,-101.33837890625
2458420000,-91.730842590332
2458430000,-105.344757080078
2458440000,-90.690185546875
2458450000,-107.881820678711
2458460000,-90.9558715820313
2458470000,-112.888214111328
2458480000,-91.0125045776367
2458490000,-100.103294372559
2458500000,-90.93603515625
2458510000,-100.365570068359
2458520000,-93.3058624267578
2458530000,-104.854888916016
2458540000,-91.2728652954102
2458550000,-103.378219604492
2458560000,-94.4413375854492
2458570000,-103.88111114502
2458580000,-92.9595489501953
2458590000,-103.047798156738
2458600000,-90.1492309570313
2458610000,-116.536445617676
2458620000,-92.9431304931641
2458630000,-98.4203643798828
2458640000,-90.1874237060547
2458650000,-108.23999786377
2458660000,-93.729621887207
2458670000,-98.8868865966797
2458680000,-89.0225143432617
2458690000,-100.29167175293
2458700000,-93.2183151245117
2458710000,-101.408058166504
2458720000,-93.6307601928711
2458730000,-114.212394714355
2458740000,-95.7505798339844
2458750000,-102.209915161133
2458760000,-90.626220703125
2458770000,-107.470581054688
2458780000,-94.4738922119141
2458790000,-106.811332702637
2458800000,-91.152473449707
2458810000,-107.885055541992
2458820000,-92.8004379272461
2458830000,-103.645530700684
2458840000,-94.5448226928711
2458850000,-108.486396789551
2458860000,-93.8224334716797
2458870000,-103.561698913574
2458880000,-92.9473114013672
2458890000,-110.984527587891
2458900000,-92.0628051757813
2458910000,-102.046104431152
2458920000,-91.9999847412109
2458930000,-101.445732116699
2458940000,-90.7042083740234
2458950000,-100.238693237305
2458960000,-93.3462219238281
2458970000,-100.810699462891
2458980000,-91.5581130981445
2458990000,-105.636199951172
2459000000,-85.9900588989258
2459010000,-122.269111633301
2459020000,-93.027214050293
2459030000,-102.495994567871
2459040000,-91.300537109375
2459050000,-110.972602844238
2459060000,-91.9698181152344
2459070000,-110.919166564941
2459080000,-93.5188064575195
2459090000,-104.33829498291
2459100000,-92.4534072875977
2459110000,-106.377906799316
2459120000,-89.9459991455078
2459130000,-99.2927627563477
2459140000,-93.2057723999023
2459150000,-110.810386657715
2459160000,-94.2163543701172
2459170000,-99.430778503418
2459180000,-92.0229415893555
2459190000,-100.216957092285
2459200000,-92.0070495605469
2459210000,-106.440956115723
2459220000,-96.1892013549805
2459230000,-99.9360275268555
2459240000,-95.0137329101563
2459250000,-103.776016235352
2459260000,-94.2384414672852
2459270000,-101.051879882813
2459280000,-90.4562606811523
2459290000,-99.6417617797852
2459300000,-88.8353881835938
2459310000,-96.6369018554688
2459320000,-88.4124984741211
2459330000,-108.041893005371
2459340000,-92.1765441894531
2459350000,-105.581413269043
2459360000,-89.3082046508789
2459370000,-104.671310424805
2459380000,-88.4416198730469
2459390000,-104.778289794922
2459400000,-87.2166595458984
2459410000,-101.322052001953
2459420000,-92.3459243774414
2459430000,-104.105712890625
2459440000,-88.7727966308594
2459450000,-109.970481872559
2459460000,-89.2458267211914
2459470000,-104.724967956543
2459480000,-91.5772476196289
2459490000,-109.526580810547
2459500000,-94.8984603881836
2459510000,-108.282852172852
2459520000,-89.9933929443359
2459530000,-108.921409606934
2459540000,-96.8138198852539
2459550000,-114.630035400391
2459560000,-89.587028503418
2459570000,-106.714668273926
2459580000,-92.3962860107422
2459590000,-105.792617797852
2459600000,-91.5237197875977
2459610000,-102.221199035645
2459620000,-87.8541717529297
2459630000,-107.284759521484
2459640000,-93.2266159057617
2459650000,-98.6518020629883
2459660000,-92.2320404052734
2459670000,-111.486000061035
2459680000,-93.4209518432617
2459690000,-110.150970458984
2459700000,-93.2659759521484
2459710000,-119.979995727539
2459720000,-93.4181823730469
2459730000,-101.066963195801
2459740000,-93.5328369140625
2459750000,-108.087905883789
2459760000,-91.6628189086914
2459770000,-108.845916748047
2459780000,-96.6709213256836
2459790000,-99.7709732055664
2459800000,-93.2573471069336
2459810000,-106.84822845459
2459820000,-92.8651733398438
2459830000,-108.596878051758
2459840000,-90.251106262207
2459850000,-101.938362121582
2459860000,-93.4477386474609
2459870000,-122.079879760742
2459880000,-95.4284744262695
2459890000,-108.027870178223
2459900000,-93.7777404785156
2459910000,-111.971954345703
2459920000,-89.8104095458984
2459930000,-117.465560913086
2459940000,-95.4806365966797
2459950000,-106.870964050293
2459960000,-91.5457229614258
2459970000,-116.319427490234
